id,pokemon_id,generation_id,primary_type_id,secondary_type_id,meta
2656,5,7,2,,charmeleon -- generation 7 -- fire
2657,6,7,2,10,"charizard -- generation 7 -- fire,flying"
2658,7,7,3,,squirtle -- generation 7 -- water
2659,8,7,3,,wartortle -- generation 7 -- water
2660,9,7,3,,blastoise -- generation 7 -- water
2661,10,7,12,,caterpie -- generation 7 -- bug
2662,11,7,12,,metapod -- generation 7 -- bug
2663,12,7,12,10,"butterfree -- generation 7 -- bug,flying"
2664,13,7,12,8,"weedle -- generation 7 -- bug,poison"
2665,14,7,12,8,"kakuna -- generation 7 -- bug,poison"
2666,15,7,12,8,"beedrill -- generation 7 -- bug,poison"
2667,16,7,1,10,"pidgey -- generation 7 -- normal,flying"
2668,17,7,1,10,"pidgeotto -- generation 7 -- normal,flying"
2669,18,7,1,10,"pidgeot -- generation 7 -- normal,flying"
2670,19,7,1,,rattata -- generation 7 -- normal
2671,20,7,1,,raticate -- generation 7 -- normal
2672,21,7,1,10,"spearow -- generation 7 -- normal,flying"
2673,22,7,1,10,"fearow -- generation 7 -- normal,flying"
2674,23,7,8,,ekans -- generation 7 -- poison
2675,24,7,8,,arbok -- generation 7 -- poison
2676,25,7,4,,pikachu -- generation 7 -- electric
2677,26,7,4,,raichu -- generation 7 -- electric
2678,27,7,9,,sandshrew -- generation 7 -- ground
2679,28,7,9,,sandslash -- generation 7 -- ground
2680,29,7,8,,nidoranf -- generation 7 -- poison
2681,30,7,8,,nidorina -- generation 7 -- poison
2682,31,7,8,9,"nidoqueen -- generation 7 -- poison,ground"
2683,32,7,8,,nidoranm -- generation 7 -- poison
2684,33,7,8,,nidorino -- generation 7 -- poison
2685,34,7,8,9,"nidoking -- generation 7 -- poison,ground"
2686,35,7,18,,clefairy -- generation 7 -- fairy
2687,36,7,18,,clefable -- generation 7 -- fairy
2688,37,7,2,,vulpix -- generation 7 -- fire
2689,38,7,2,,ninetales -- generation 7 -- fire
2690,39,7,1,18,"jigglypuff -- generation 7 -- normal,fairy"
2691,40,7,1,18,"wigglytuff -- generation 7 -- normal,fairy"
2692,41,7,8,10,"zubat -- generation 7 -- poison,flying"
2693,42,7,8,10,"golbat -- generation 7 -- poison,flying"
2694,43,7,5,8,"oddish -- generation 7 -- grass,poison"
2695,44,7,5,8,"gloom -- generation 7 -- grass,poison"
2696,45,7,5,8,"vileplume -- generation 7 -- grass,poison"
2697,46,7,12,5,"paras -- generation 7 -- bug,grass"
2698,47,7,12,5,"parasect -- generation 7 -- bug,grass"
2699,48,7,12,8,"venonat -- generation 7 -- bug,poison"
2700,49,7,12,8,"venomoth -- generation 7 -- bug,poison"
2701,50,7,9,,diglett -- generation 7 -- ground
2702,51,7,9,,dugtrio -- generation 7 -- ground
2703,52,7,1,,meowth -- generation 7 -- normal
2704,53,7,1,,persian -- generation 7 -- normal
2705,54,7,3,,psyduck -- generation 7 -- water
2706,55,7,3,,golduck -- generation 7 -- water
2707,56,7,7,,mankey -- generation 7 -- fighting
2708,57,7,7,,primeape -- generation 7 -- fighting
2709,58,7,2,,growlithe -- generation 7 -- fire
2710,59,7,2,,arcanine -- generation 7 -- fire
2711,60,7,3,,poliwag -- generation 7 -- water
2712,61,7,3,,poliwhirl -- generation 7 -- water
2713,62,7,3,7,"poliwrath -- generation 7 -- water,fighting"
2714,63,7,11,,abra -- generation 7 -- psychic
2715,64,7,11,,kadabra -- generation 7 -- psychic
2716,65,7,11,,alakazam -- generation 7 -- psychic
2717,66,7,7,,machop -- generation 7 -- fighting
2718,67,7,7,,machoke -- generation 7 -- fighting
2719,68,7,7,,machamp -- generation 7 -- fighting
2720,69,7,5,8,"bellsprout -- generation 7 -- grass,poison"
2721,70,7,5,8,"weepinbell -- generation 7 -- grass,poison"
2722,71,7,5,8,"victreebel -- generation 7 -- grass,poison"
2723,72,7,3,8,"tentacool -- generation 7 -- water,poison"
2724,73,7,3,8,"tentacruel -- generation 7 -- water,poison"
2725,74,7,13,9,"geodude -- generation 7 -- rock,ground"
2726,75,7,13,9,"graveler -- generation 7 -- rock,ground"
2727,76,7,13,9,"golem -- generation 7 -- rock,ground"
2728,77,7,2,,ponyta -- generation 7 -- fire
2729,78,7,2,,rapidash -- generation 7 -- fire
2730,79,7,3,11,"slowpoke -- generation 7 -- water,psychic"
2731,80,7,3,11,"slowbro -- generation 7 -- water,psychic"
2732,81,7,4,17,"magnemite -- generation 7 -- electric,steel"
2733,82,7,4,17,"magneton -- generation 7 -- electric,steel"
2734,83,7,1,10,"farfetchd -- generation 7 -- normal,flying"
2735,84,7,1,10,"doduo -- generation 7 -- normal,flying"
2736,85,7,1,10,"dodrio -- generation 7 -- normal,flying"
2737,86,7,3,,seel -- generation 7 -- water
2738,87,7,3,6,"dewgong -- generation 7 -- water,ice"
2739,88,7,8,,grimer -- generation 7 -- poison
2740,89,7,8,,muk -- generation 7 -- poison
2741,90,7,3,,shellder -- generation 7 -- water
2742,91,7,3,6,"cloyster -- generation 7 -- water,ice"
2743,92,7,14,8,"gastly -- generation 7 -- ghost,poison"
2744,93,7,14,8,"haunter -- generation 7 -- ghost,poison"
2745,94,7,14,8,"gengar -- generation 7 -- ghost,poison"
2746,95,7,13,9,"onix -- generation 7 -- rock,ground"
2747,96,7,11,,drowzee -- generation 7 -- psychic
2748,97,7,11,,hypno -- generation 7 -- psychic
2749,98,7,3,,krabby -- generation 7 -- water
2750,99,7,3,,kingler -- generation 7 -- water
2751,100,7,4,,voltorb -- generation 7 -- electric
2752,101,7,4,,electrode -- generation 7 -- electric
2753,102,7,5,11,"exeggcute -- generation 7 -- grass,psychic"
2754,103,7,5,11,"exeggutor -- generation 7 -- grass,psychic"
2755,104,7,9,,cubone -- generation 7 -- ground
2756,105,7,9,,marowak -- generation 7 -- ground
2757,106,7,7,,hitmonlee -- generation 7 -- fighting
2758,107,7,7,,hitmonchan -- generation 7 -- fighting
2759,108,7,1,,lickitung -- generation 7 -- normal
2760,109,7,8,,koffing -- generation 7 -- poison
2761,110,7,8,,weezing -- generation 7 -- poison
2762,111,7,9,13,"rhyhorn -- generation 7 -- ground,rock"
2763,112,7,9,13,"rhydon -- generation 7 -- ground,rock"
2764,113,7,1,,chansey -- generation 7 -- normal
2765,114,7,5,,tangela -- generation 7 -- grass
2766,115,7,1,,kangaskhan -- generation 7 -- normal
2767,116,7,3,,horsea -- generation 7 -- water
2768,117,7,3,,seadra -- generation 7 -- water
2769,118,7,3,,goldeen -- generation 7 -- water
2770,119,7,3,,seaking -- generation 7 -- water
2771,120,7,3,,staryu -- generation 7 -- water
2772,121,7,3,11,"starmie -- generation 7 -- water,psychic"
2773,122,7,11,18,"mrmime -- generation 7 -- psychic,fairy"
2774,123,7,12,10,"scyther -- generation 7 -- bug,flying"
2775,124,7,6,11,"jynx -- generation 7 -- ice,psychic"
2776,125,7,4,,electabuzz -- generation 7 -- electric
2777,126,7,2,,magmar -- generation 7 -- fire
2778,127,7,12,,pinsir -- generation 7 -- bug
2779,128,7,1,,tauros -- generation 7 -- normal
2780,129,7,3,,magikarp -- generation 7 -- water
2781,130,7,3,10,"gyarados -- generation 7 -- water,flying"
2782,131,7,3,6,"lapras -- generation 7 -- water,ice"
2783,132,7,1,,ditto -- generation 7 -- normal
2784,133,7,1,,eevee -- generation 7 -- normal
2785,134,7,3,,vaporeon -- generation 7 -- water
2786,135,7,4,,jolteon -- generation 7 -- electric
2787,136,7,2,,flareon -- generation 7 -- fire
2788,137,7,1,,porygon -- generation 7 -- normal
2789,138,7,13,3,"omanyte -- generation 7 -- rock,water"
2790,139,7,13,3,"omastar -- generation 7 -- rock,water"
2791,140,7,13,3,"kabuto -- generation 7 -- rock,water"
2792,141,7,13,3,"kabutops -- generation 7 -- rock,water"
2793,142,7,13,10,"aerodactyl -- generation 7 -- rock,flying"
2794,143,7,1,,snorlax -- generation 7 -- normal
2795,144,7,6,10,"articuno -- generation 7 -- ice,flying"
2796,145,7,4,10,"zapdos -- generation 7 -- electric,flying"
2797,146,7,2,10,"moltres -- generation 7 -- fire,flying"
2798,147,7,15,,dratini -- generation 7 -- dragon
2799,148,7,15,,dragonair -- generation 7 -- dragon
2800,149,7,15,10,"dragonite -- generation 7 -- dragon,flying"
2801,150,7,11,,mewtwo -- generation 7 -- psychic
2802,151,7,11,,mew -- generation 7 -- psychic
2803,152,7,5,,chikorita -- generation 7 -- grass
2804,153,7,5,,bayleef -- generation 7 -- grass
2805,154,7,5,,meganium -- generation 7 -- grass
2806,155,7,2,,cyndaquil -- generation 7 -- fire
2807,156,7,2,,quilava -- generation 7 -- fire
2808,157,7,2,,typhlosion -- generation 7 -- fire
2809,158,7,3,,totodile -- generation 7 -- water
2810,159,7,3,,croconaw -- generation 7 -- water
2811,160,7,3,,feraligatr -- generation 7 -- water
2812,161,7,1,,sentret -- generation 7 -- normal
2813,162,7,1,,furret -- generation 7 -- normal
2814,163,7,1,10,"hoothoot -- generation 7 -- normal,flying"
2815,164,7,1,10,"noctowl -- generation 7 -- normal,flying"
2816,165,7,12,10,"ledyba -- generation 7 -- bug,flying"
2817,166,7,12,10,"ledian -- generation 7 -- bug,flying"
2818,167,7,12,8,"spinarak -- generation 7 -- bug,poison"
2819,168,7,12,8,"ariados -- generation 7 -- bug,poison"
2820,169,7,8,10,"crobat -- generation 7 -- poison,flying"
2821,170,7,3,4,"chinchou -- generation 7 -- water,electric"
2822,171,7,3,4,"lanturn -- generation 7 -- water,electric"
2823,172,7,4,,pichu -- generation 7 -- electric
2824,173,7,18,,cleffa -- generation 7 -- fairy
2825,174,7,1,18,"igglybuff -- generation 7 -- normal,fairy"
2826,175,7,18,,togepi -- generation 7 -- fairy
2827,176,7,18,10,"togetic -- generation 7 -- fairy,flying"
2828,177,7,11,10,"natu -- generation 7 -- psychic,flying"
2829,178,7,11,10,"xatu -- generation 7 -- psychic,flying"
2830,179,7,4,,mareep -- generation 7 -- electric
2831,180,7,4,,flaaffy -- generation 7 -- electric
2832,181,7,4,,ampharos -- generation 7 -- electric
2833,182,7,5,,bellossom -- generation 7 -- grass
2834,183,7,3,18,"marill -- generation 7 -- water,fairy"
2835,184,7,3,18,"azumarill -- generation 7 -- water,fairy"
2836,185,7,13,,sudowoodo -- generation 7 -- rock
2837,186,7,3,,politoed -- generation 7 -- water
2838,187,7,5,10,"hoppip -- generation 7 -- grass,flying"
2839,188,7,5,10,"skiploom -- generation 7 -- grass,flying"
2840,189,7,5,10,"jumpluff -- generation 7 -- grass,flying"
2841,190,7,1,,aipom -- generation 7 -- normal
2842,191,7,5,,sunkern -- generation 7 -- grass
2843,192,7,5,,sunflora -- generation 7 -- grass
2844,193,7,12,10,"yanma -- generation 7 -- bug,flying"
2845,194,7,3,9,"wooper -- generation 7 -- water,ground"
2846,195,7,3,9,"quagsire -- generation 7 -- water,ground"
2847,196,7,11,,espeon -- generation 7 -- psychic
2848,197,7,16,,umbreon -- generation 7 -- dark
2849,198,7,16,10,"murkrow -- generation 7 -- dark,flying"
2850,199,7,3,11,"slowking -- generation 7 -- water,psychic"
2851,200,7,14,,misdreavus -- generation 7 -- ghost
2852,201,7,11,,unown -- generation 7 -- psychic
2853,202,7,11,,wobbuffet -- generation 7 -- psychic
2854,203,7,1,11,"girafarig -- generation 7 -- normal,psychic"
2855,204,7,12,,pineco -- generation 7 -- bug
2856,205,7,12,17,"forretress -- generation 7 -- bug,steel"
2857,206,7,1,,dunsparce -- generation 7 -- normal
2858,207,7,9,10,"gligar -- generation 7 -- ground,flying"
2859,208,7,17,9,"steelix -- generation 7 -- steel,ground"
2860,209,7,18,,snubbull -- generation 7 -- fairy
2861,210,7,18,,granbull -- generation 7 -- fairy
2862,211,7,3,8,"qwilfish -- generation 7 -- water,poison"
2863,212,7,12,17,"scizor -- generation 7 -- bug,steel"
2864,213,7,12,13,"shuckle -- generation 7 -- bug,rock"
2865,214,7,12,7,"heracross -- generation 7 -- bug,fighting"
2866,215,7,16,6,"sneasel -- generation 7 -- dark,ice"
2867,216,7,1,,teddiursa -- generation 7 -- normal
2868,217,7,1,,ursaring -- generation 7 -- normal
2869,218,7,2,,slugma -- generation 7 -- fire
2870,219,7,2,13,"magcargo -- generation 7 -- fire,rock"
2871,220,7,6,9,"swinub -- generation 7 -- ice,ground"
2872,221,7,6,9,"piloswine -- generation 7 -- ice,ground"
2873,222,7,3,13,"corsola -- generation 7 -- water,rock"
2874,223,7,3,,remoraid -- generation 7 -- water
2875,224,7,3,,octillery -- generation 7 -- water
2876,225,7,6,10,"delibird -- generation 7 -- ice,flying"
2877,226,7,3,10,"mantine -- generation 7 -- water,flying"
2878,227,7,17,10,"skarmory -- generation 7 -- steel,flying"
2879,228,7,16,2,"houndour -- generation 7 -- dark,fire"
2880,229,7,16,2,"houndoom -- generation 7 -- dark,fire"
2881,230,7,3,15,"kingdra -- generation 7 -- water,dragon"
2882,231,7,9,,phanpy -- generation 7 -- ground
2883,232,7,9,,donphan -- generation 7 -- ground
2884,233,7,1,,porygon2 -- generation 7 -- normal
2885,234,7,1,,stantler -- generation 7 -- normal
2886,235,7,1,,smeargle -- generation 7 -- normal
2887,236,7,7,,tyrogue -- generation 7 -- fighting
2888,237,7,7,,hitmontop -- generation 7 -- fighting
2889,238,7,6,11,"smoochum -- generation 7 -- ice,psychic"
2890,239,7,4,,elekid -- generation 7 -- electric
2891,240,7,2,,magby -- generation 7 -- fire
2892,241,7,1,,miltank -- generation 7 -- normal
2893,242,7,1,,blissey -- generation 7 -- normal
2894,243,7,4,,raikou -- generation 7 -- electric
2895,244,7,2,,entei -- generation 7 -- fire
2896,245,7,3,,suicune -- generation 7 -- water
2897,246,7,13,9,"larvitar -- generation 7 -- rock,ground"
2898,247,7,13,9,"pupitar -- generation 7 -- rock,ground"
2899,248,7,13,16,"tyranitar -- generation 7 -- rock,dark"
2900,249,7,11,10,"lugia -- generation 7 -- psychic,flying"
2901,250,7,2,10,"hooh -- generation 7 -- fire,flying"
2902,251,7,11,5,"celebi -- generation 7 -- psychic,grass"
2903,252,7,5,,treecko -- generation 7 -- grass
2904,253,7,5,,grovyle -- generation 7 -- grass
2905,254,7,5,,sceptile -- generation 7 -- grass
2906,255,7,2,,torchic -- generation 7 -- fire
2907,256,7,2,7,"combusken -- generation 7 -- fire,fighting"
2908,257,7,2,7,"blaziken -- generation 7 -- fire,fighting"
2909,258,7,3,,mudkip -- generation 7 -- water
2910,259,7,3,9,"marshtomp -- generation 7 -- water,ground"
2911,260,7,3,9,"swampert -- generation 7 -- water,ground"
2912,261,7,16,,poochyena -- generation 7 -- dark
2913,262,7,16,,mightyena -- generation 7 -- dark
2914,263,7,1,,zigzagoon -- generation 7 -- normal
2915,264,7,1,,linoone -- generation 7 -- normal
2916,265,7,12,,wurmple -- generation 7 -- bug
2917,266,7,12,,silcoon -- generation 7 -- bug
2918,267,7,12,10,"beautifly -- generation 7 -- bug,flying"
2919,268,7,12,,cascoon -- generation 7 -- bug
2920,269,7,12,8,"dustox -- generation 7 -- bug,poison"
2921,270,7,3,5,"lotad -- generation 7 -- water,grass"
2922,271,7,3,5,"lombre -- generation 7 -- water,grass"
2923,272,7,3,5,"ludicolo -- generation 7 -- water,grass"
2924,273,7,5,,seedot -- generation 7 -- grass
2925,274,7,5,16,"nuzleaf -- generation 7 -- grass,dark"
2926,275,7,5,16,"shiftry -- generation 7 -- grass,dark"
2927,276,7,1,10,"taillow -- generation 7 -- normal,flying"
2928,277,7,1,10,"swellow -- generation 7 -- normal,flying"
2929,278,7,3,10,"wingull -- generation 7 -- water,flying"
2930,279,7,3,10,"pelipper -- generation 7 -- water,flying"
2931,280,7,11,18,"ralts -- generation 7 -- psychic,fairy"
2932,281,7,11,18,"kirlia -- generation 7 -- psychic,fairy"
2933,282,7,11,18,"gardevoir -- generation 7 -- psychic,fairy"
2934,283,7,12,3,"surskit -- generation 7 -- bug,water"
2935,284,7,12,10,"masquerain -- generation 7 -- bug,flying"
2936,285,7,5,,shroomish -- generation 7 -- grass
2937,286,7,5,7,"breloom -- generation 7 -- grass,fighting"
2938,287,7,1,,slakoth -- generation 7 -- normal
2939,288,7,1,,vigoroth -- generation 7 -- normal
2940,289,7,1,,slaking -- generation 7 -- normal
2941,290,7,12,9,"nincada -- generation 7 -- bug,ground"
2942,291,7,12,10,"ninjask -- generation 7 -- bug,flying"
2943,292,7,12,14,"shedinja -- generation 7 -- bug,ghost"
2944,293,7,1,,whismur -- generation 7 -- normal
2945,294,7,1,,loudred -- generation 7 -- normal
2946,295,7,1,,exploud -- generation 7 -- normal
2947,296,7,7,,makuhita -- generation 7 -- fighting
2948,297,7,7,,hariyama -- generation 7 -- fighting
2949,298,7,1,18,"azurill -- generation 7 -- normal,fairy"
2950,299,7,13,,nosepass -- generation 7 -- rock
2951,300,7,1,,skitty -- generation 7 -- normal
2952,301,7,1,,delcatty -- generation 7 -- normal
2953,302,7,16,14,"sableye -- generation 7 -- dark,ghost"
2954,303,7,17,18,"mawile -- generation 7 -- steel,fairy"
2955,304,7,17,13,"aron -- generation 7 -- steel,rock"
2956,305,7,17,13,"lairon -- generation 7 -- steel,rock"
2957,306,7,17,13,"aggron -- generation 7 -- steel,rock"
2958,307,7,7,11,"meditite -- generation 7 -- fighting,psychic"
2959,308,7,7,11,"medicham -- generation 7 -- fighting,psychic"
2960,309,7,4,,electrike -- generation 7 -- electric
2961,310,7,4,,manectric -- generation 7 -- electric
2962,311,7,4,,plusle -- generation 7 -- electric
2963,312,7,4,,minun -- generation 7 -- electric
2964,313,7,12,,volbeat -- generation 7 -- bug
2965,314,7,12,,illumise -- generation 7 -- bug
2966,315,7,5,8,"roselia -- generation 7 -- grass,poison"
2967,316,7,8,,gulpin -- generation 7 -- poison
2968,317,7,8,,swalot -- generation 7 -- poison
2969,318,7,3,16,"carvanha -- generation 7 -- water,dark"
2970,319,7,3,16,"sharpedo -- generation 7 -- water,dark"
2971,320,7,3,,wailmer -- generation 7 -- water
2972,321,7,3,,wailord -- generation 7 -- water
2973,322,7,2,9,"numel -- generation 7 -- fire,ground"
2974,323,7,2,9,"camerupt -- generation 7 -- fire,ground"
2975,324,7,2,,torkoal -- generation 7 -- fire
2976,325,7,11,,spoink -- generation 7 -- psychic
2977,326,7,11,,grumpig -- generation 7 -- psychic
2978,327,7,1,,spinda -- generation 7 -- normal
2979,328,7,9,,trapinch -- generation 7 -- ground
2980,329,7,9,15,"vibrava -- generation 7 -- ground,dragon"
2981,330,7,9,15,"flygon -- generation 7 -- ground,dragon"
2982,331,7,5,,cacnea -- generation 7 -- grass
2983,332,7,5,16,"cacturne -- generation 7 -- grass,dark"
2984,333,7,1,10,"swablu -- generation 7 -- normal,flying"
2985,334,7,15,10,"altaria -- generation 7 -- dragon,flying"
2986,335,7,1,,zangoose -- generation 7 -- normal
2987,336,7,8,,seviper -- generation 7 -- poison
2988,337,7,13,11,"lunatone -- generation 7 -- rock,psychic"
2989,338,7,13,11,"solrock -- generation 7 -- rock,psychic"
2990,339,7,3,9,"barboach -- generation 7 -- water,ground"
2991,340,7,3,9,"whiscash -- generation 7 -- water,ground"
2992,341,7,3,,corphish -- generation 7 -- water
2993,342,7,3,16,"crawdaunt -- generation 7 -- water,dark"
2994,343,7,9,11,"baltoy -- generation 7 -- ground,psychic"
2995,344,7,9,11,"claydol -- generation 7 -- ground,psychic"
2996,345,7,13,5,"lileep -- generation 7 -- rock,grass"
2997,346,7,13,5,"cradily -- generation 7 -- rock,grass"
2998,347,7,13,12,"anorith -- generation 7 -- rock,bug"
2999,348,7,13,12,"armaldo -- generation 7 -- rock,bug"
3000,349,7,3,,feebas -- generation 7 -- water
3001,350,7,3,,milotic -- generation 7 -- water
3002,351,7,1,,castform -- generation 7 -- normal
3003,352,7,1,,kecleon -- generation 7 -- normal
3004,353,7,14,,shuppet -- generation 7 -- ghost
3005,354,7,14,,banette -- generation 7 -- ghost
3006,355,7,14,,duskull -- generation 7 -- ghost
3007,356,7,14,,dusclops -- generation 7 -- ghost
3008,357,7,5,10,"tropius -- generation 7 -- grass,flying"
3009,358,7,11,,chimecho -- generation 7 -- psychic
3010,359,7,16,,absol -- generation 7 -- dark
3011,360,7,11,,wynaut -- generation 7 -- psychic
3012,361,7,6,,snorunt -- generation 7 -- ice
3013,362,7,6,,glalie -- generation 7 -- ice
3014,363,7,6,3,"spheal -- generation 7 -- ice,water"
3015,364,7,6,3,"sealeo -- generation 7 -- ice,water"
3016,365,7,6,3,"walrein -- generation 7 -- ice,water"
3017,366,7,3,,clamperl -- generation 7 -- water
3018,367,7,3,,huntail -- generation 7 -- water
3019,368,7,3,,gorebyss -- generation 7 -- water
3020,369,7,3,13,"relicanth -- generation 7 -- water,rock"
3021,370,7,3,,luvdisc -- generation 7 -- water
3022,371,7,15,,bagon -- generation 7 -- dragon
3023,372,7,15,,shelgon -- generation 7 -- dragon
3024,373,7,15,10,"salamence -- generation 7 -- dragon,flying"
3025,374,7,17,11,"beldum -- generation 7 -- steel,psychic"
3026,375,7,17,11,"metang -- generation 7 -- steel,psychic"
3027,376,7,17,11,"metagross -- generation 7 -- steel,psychic"
3028,377,7,13,,regirock -- generation 7 -- rock
3029,378,7,6,,regice -- generation 7 -- ice
3030,379,7,17,,registeel -- generation 7 -- steel
3031,380,7,15,11,"latias -- generation 7 -- dragon,psychic"
3032,381,7,15,11,"latios -- generation 7 -- dragon,psychic"
3033,382,7,3,,kyogre -- generation 7 -- water
3034,383,7,9,,groudon -- generation 7 -- ground
3035,384,7,15,10,"rayquaza -- generation 7 -- dragon,flying"
3036,385,7,17,11,"jirachi -- generation 7 -- steel,psychic"
3037,386,7,11,,deoxys -- generation 7 -- psychic
3038,387,7,5,,turtwig -- generation 7 -- grass
3039,388,7,5,,grotle -- generation 7 -- grass
3040,389,7,5,9,"torterra -- generation 7 -- grass,ground"
3041,390,7,2,,chimchar -- generation 7 -- fire
3042,391,7,2,7,"monferno -- generation 7 -- fire,fighting"
3043,392,7,2,7,"infernape -- generation 7 -- fire,fighting"
3044,393,7,3,,piplup -- generation 7 -- water
3045,394,7,3,,prinplup -- generation 7 -- water
3046,395,7,3,17,"empoleon -- generation 7 -- water,steel"
3047,396,7,1,10,"starly -- generation 7 -- normal,flying"
3048,397,7,1,10,"staravia -- generation 7 -- normal,flying"
3049,398,7,1,10,"staraptor -- generation 7 -- normal,flying"
3050,399,7,1,,bidoof -- generation 7 -- normal
3051,400,7,1,3,"bibarel -- generation 7 -- normal,water"
3052,401,7,12,,kricketot -- generation 7 -- bug
3053,402,7,12,,kricketune -- generation 7 -- bug
3054,403,7,4,,shinx -- generation 7 -- electric
3055,404,7,4,,luxio -- generation 7 -- electric
3056,405,7,4,,luxray -- generation 7 -- electric
3057,406,7,5,8,"budew -- generation 7 -- grass,poison"
3058,407,7,5,8,"roserade -- generation 7 -- grass,poison"
3059,408,7,13,,cranidos -- generation 7 -- rock
3060,409,7,13,,rampardos -- generation 7 -- rock
3061,410,7,13,17,"shieldon -- generation 7 -- rock,steel"
3062,411,7,13,17,"bastiodon -- generation 7 -- rock,steel"
3063,412,7,12,,burmy -- generation 7 -- bug
3064,413,7,12,5,"wormadam -- generation 7 -- bug,grass"
3065,414,7,12,10,"mothim -- generation 7 -- bug,flying"
3066,415,7,12,10,"combee -- generation 7 -- bug,flying"
3067,416,7,12,10,"vespiquen -- generation 7 -- bug,flying"
3068,417,7,4,,pachirisu -- generation 7 -- electric
3069,418,7,3,,buizel -- generation 7 -- water
3070,419,7,3,,floatzel -- generation 7 -- water
3071,420,7,5,,cherubi -- generation 7 -- grass
3072,421,7,5,,cherrim -- generation 7 -- grass
3073,422,7,3,,shellos -- generation 7 -- water
3074,423,7,3,9,"gastrodon -- generation 7 -- water,ground"
3075,424,7,1,,ambipom -- generation 7 -- normal
3076,425,7,14,10,"drifloon -- generation 7 -- ghost,flying"
3077,426,7,14,10,"drifblim -- generation 7 -- ghost,flying"
3078,427,7,1,,buneary -- generation 7 -- normal
3079,428,7,1,,lopunny -- generation 7 -- normal
3080,429,7,14,,mismagius -- generation 7 -- ghost
3081,430,7,16,10,"honchkrow -- generation 7 -- dark,flying"
3082,431,7,1,,glameow -- generation 7 -- normal
3083,432,7,1,,purugly -- generation 7 -- normal
3084,433,7,11,,chingling -- generation 7 -- psychic
3085,434,7,8,16,"stunky -- generation 7 -- poison,dark"
3086,435,7,8,16,"skuntank -- generation 7 -- poison,dark"
3087,436,7,17,11,"bronzor -- generation 7 -- steel,psychic"
3088,437,7,17,11,"bronzong -- generation 7 -- steel,psychic"
3089,438,7,13,,bonsly -- generation 7 -- rock
3090,439,7,11,18,"mimejr -- generation 7 -- psychic,fairy"
3091,440,7,1,,happiny -- generation 7 -- normal
3092,441,7,1,10,"chatot -- generation 7 -- normal,flying"
3093,442,7,14,16,"spiritomb -- generation 7 -- ghost,dark"
3094,443,7,15,9,"gible -- generation 7 -- dragon,ground"
3095,444,7,15,9,"gabite -- generation 7 -- dragon,ground"
3096,445,7,15,9,"garchomp -- generation 7 -- dragon,ground"
3097,446,7,1,,munchlax -- generation 7 -- normal
3098,447,7,7,,riolu -- generation 7 -- fighting
3099,448,7,7,17,"lucario -- generation 7 -- fighting,steel"
3100,449,7,9,,hippopotas -- generation 7 -- ground
3101,450,7,9,,hippowdon -- generation 7 -- ground
3102,451,7,8,12,"skorupi -- generation 7 -- poison,bug"
3103,452,7,8,16,"drapion -- generation 7 -- poison,dark"
3104,453,7,8,7,"croagunk -- generation 7 -- poison,fighting"
3105,454,7,8,7,"toxicroak -- generation 7 -- poison,fighting"
3106,455,7,5,,carnivine -- generation 7 -- grass
3107,456,7,3,,finneon -- generation 7 -- water
3108,457,7,3,,lumineon -- generation 7 -- water
3109,458,7,3,10,"mantyke -- generation 7 -- water,flying"
3110,459,7,5,6,"snover -- generation 7 -- grass,ice"
3111,460,7,5,6,"abomasnow -- generation 7 -- grass,ice"
3112,461,7,16,6,"weavile -- generation 7 -- dark,ice"
3113,462,7,4,17,"magnezone -- generation 7 -- electric,steel"
3114,463,7,1,,lickilicky -- generation 7 -- normal
3115,464,7,9,13,"rhyperior -- generation 7 -- ground,rock"
3116,465,7,5,,tangrowth -- generation 7 -- grass
3117,466,7,4,,electivire -- generation 7 -- electric
3118,467,7,2,,magmortar -- generation 7 -- fire
3119,468,7,18,10,"togekiss -- generation 7 -- fairy,flying"
3120,469,7,12,10,"yanmega -- generation 7 -- bug,flying"
3121,470,7,5,,leafeon -- generation 7 -- grass
3122,471,7,6,,glaceon -- generation 7 -- ice
3123,472,7,9,10,"gliscor -- generation 7 -- ground,flying"
3124,473,7,6,9,"mamoswine -- generation 7 -- ice,ground"
3125,474,7,1,,porygonz -- generation 7 -- normal
3126,475,7,11,7,"gallade -- generation 7 -- psychic,fighting"
3127,476,7,13,17,"probopass -- generation 7 -- rock,steel"
3128,477,7,14,,dusknoir -- generation 7 -- ghost
3129,478,7,6,14,"froslass -- generation 7 -- ice,ghost"
3130,479,7,4,14,"rotom -- generation 7 -- electric,ghost"
3131,480,7,11,,uxie -- generation 7 -- psychic
3132,481,7,11,,mesprit -- generation 7 -- psychic
3133,482,7,11,,azelf -- generation 7 -- psychic
3134,483,7,17,15,"dialga -- generation 7 -- steel,dragon"
3135,484,7,3,15,"palkia -- generation 7 -- water,dragon"
3136,485,7,2,17,"heatran -- generation 7 -- fire,steel"
3137,486,7,1,,regigigas -- generation 7 -- normal
3138,487,7,14,15,"giratina -- generation 7 -- ghost,dragon"
3139,488,7,11,,cresselia -- generation 7 -- psychic
3140,489,7,3,,phione -- generation 7 -- water
3141,490,7,3,,manaphy -- generation 7 -- water
3142,491,7,16,,darkrai -- generation 7 -- dark
3143,492,7,5,,shaymin -- generation 7 -- grass
3144,493,7,1,,arceus -- generation 7 -- normal
