id,pokemon_id,generation_id,hp,attack,defense,special_attack,special_defense,speed,meta
2587,657,6,54,63,52,83,56,97,frogadier -- generation 6
2588,658,6,72,95,67,103,71,122,greninja -- generation 6
2589,659,6,38,36,38,32,36,57,bunnelby -- generation 6
2590,660,6,85,56,77,50,77,78,diggersby -- generation 6
2591,661,6,45,50,43,40,38,62,fletchling -- generation 6
2592,662,6,62,73,55,56,52,84,fletchinder -- generation 6
2593,663,6,78,81,71,74,69,126,talonflame -- generation 6
2594,664,6,38,35,40,27,25,35,scatterbug -- generation 6
2595,665,6,45,22,60,27,30,29,spewpa -- generation 6
2596,666,6,80,52,50,90,50,89,vivillon -- generation 6
2597,667,6,62,50,58,73,54,72,litleo -- generation 6
2598,668,6,86,68,72,109,66,106,pyroar -- generation 6
2599,669,6,44,38,39,61,79,42,flabebe -- generation 6
2600,670,6,54,45,47,75,98,52,floette -- generation 6
2601,671,6,78,65,68,112,154,75,florges -- generation 6
2602,672,6,66,65,48,62,57,52,skiddo -- generation 6
2603,673,6,123,100,62,97,81,68,gogoat -- generation 6
2604,674,6,67,82,62,46,48,43,pancham -- generation 6
2605,675,6,95,124,78,69,71,58,pangoro -- generation 6
2606,676,6,75,80,60,65,90,102,furfrou -- generation 6
2607,677,6,62,48,54,63,60,68,espurr -- generation 6
2608,678,6,74,48,76,83,81,104,meowstic -- generation 6
2609,679,6,45,80,100,35,37,28,honedge -- generation 6
2610,680,6,59,110,150,45,49,35,doublade -- generation 6
2611,681,6,60,50,150,50,150,60,aegislash -- generation 6
2612,682,6,78,52,60,63,65,23,spritzee -- generation 6
2613,683,6,101,72,72,99,89,29,aromatisse -- generation 6
2614,684,6,62,48,66,59,57,49,swirlix -- generation 6
2615,685,6,82,80,86,85,75,72,slurpuff -- generation 6
2616,686,6,53,54,53,37,46,45,inkay -- generation 6
2617,687,6,86,92,88,68,75,73,malamar -- generation 6
2618,688,6,42,52,67,39,56,50,binacle -- generation 6
2619,689,6,72,105,115,54,86,68,barbaracle -- generation 6
2620,690,6,50,60,60,60,60,30,skrelp -- generation 6
2621,691,6,65,75,90,97,123,44,dragalge -- generation 6
2622,692,6,50,53,62,58,63,44,clauncher -- generation 6
2623,693,6,71,73,88,120,89,59,clawitzer -- generation 6
2624,694,6,44,38,33,61,43,70,helioptile -- generation 6
2625,695,6,62,55,52,109,94,109,heliolisk -- generation 6
2626,696,6,58,89,77,45,45,48,tyrunt -- generation 6
2627,697,6,82,121,119,69,59,71,tyrantrum -- generation 6
2628,698,6,77,59,50,67,63,46,amaura -- generation 6
2629,699,6,123,77,72,99,92,58,aurorus -- generation 6
2630,700,6,95,65,65,110,130,60,sylveon -- generation 6
2631,701,6,78,92,75,74,63,118,hawlucha -- generation 6
2632,702,6,67,58,57,81,67,101,dedenne -- generation 6
2633,703,6,50,50,150,50,150,50,carbink -- generation 6
2634,704,6,45,50,35,55,75,40,goomy -- generation 6
2635,705,6,68,75,53,83,113,60,sliggoo -- generation 6
2636,706,6,90,100,70,110,150,80,goodra -- generation 6
2637,707,6,57,80,91,80,87,75,klefki -- generation 6
2638,708,6,43,70,48,50,60,38,phantump -- generation 6
2639,709,6,85,110,76,65,82,56,trevenant -- generation 6
2640,710,6,49,66,70,44,55,51,pumpkaboo -- generation 6
2641,711,6,65,90,122,58,75,84,gourgeist -- generation 6
2642,712,6,55,69,85,32,35,28,bergmite -- generation 6
2643,713,6,95,117,184,44,46,28,avalugg -- generation 6
2644,714,6,40,30,35,45,40,55,noibat -- generation 6
2645,715,6,85,70,80,97,80,123,noivern -- generation 6
2646,716,6,126,131,95,131,98,99,xerneas -- generation 6
2647,717,6,126,131,95,131,98,99,yveltal -- generation 6
2648,718,6,108,100,121,81,95,95,zygarde -- generation 6
2649,719,6,50,100,150,100,150,50,diancie -- generation 6
2650,720,6,80,110,60,150,130,70,hoopa -- generation 6
2651,721,6,80,110,120,130,90,70,volcanion -- generation 6
2652,1,7,45,49,49,65,65,45,bulbasaur -- generation 7
2653,2,7,60,62,63,80,80,60,ivysaur -- generation 7
2654,3,7,80,82,83,100,100,80,venusaur -- generation 7
2655,4,7,39,52,43,60,50,65,charmander -- generation 7
2656,5,7,58,64,58,80,65,80,charmeleon -- generation 7
2657,6,7,78,84,78,109,85,100,charizard -- generation 7
2658,7,7,44,48,65,50,64,43,squirtle -- generation 7
2659,8,7,59,63,80,65,80,58,wartortle -- generation 7
2660,9,7,79,83,100,85,105,78,blastoise -- generation 7
2661,10,7,45,30,35,20,20,45,caterpie -- generation 7
2662,11,7,50,20,55,25,25,30,metapod -- generation 7
2663,12,7,60,45,50,90,80,70,butterfree -- generation 7
2664,13,7,40,35,30,20,20,50,weedle -- generation 7
2665,14,7,45,25,50,25,25,35,kakuna -- generation 7
2666,15,7,65,90,40,45,80,75,beedrill -- generation 7
2667,16,7,40,45,40,35,35,56,pidgey -- generation 7
2668,17,7,63,60,55,50,50,71,pidgeotto -- generation 7
2669,18,7,83,80,75,70,70,101,pidgeot -- generation 7
2670,19,7,30,56,35,25,35,72,rattata -- generation 7
2671,20,7,55,81,60,50,70,97,raticate -- generation 7
2672,21,7,40,60,30,31,31,70,spearow -- generation 7
2673,22,7,65,90,65,61,61,100,fearow -- generation 7
2674,23,7,35,60,44,40,54,55,ekans -- generation 7
2675,24,7,60,95,69,65,79,80,arbok -- generation 7
2676,25,7,35,55,40,50,50,90,pikachu -- generation 7
2677,26,7,60,90,55,90,80,110,raichu -- generation 7
2678,27,7,50,75,85,20,30,40,sandshrew -- generation 7
2679,28,7,75,100,110,45,55,65,sandslash -- generation 7
2680,29,7,55,47,52,40,40,41,nidoranf -- generation 7
2681,30,7,70,62,67,55,55,56,nidorina -- generation 7
2682,31,7,90,92,87,75,85,76,nidoqueen -- generation 7
2683,32,7,46,57,40,40,40,50,nidoranm -- generation 7
2684,33,7,61,72,57,55,55,65,nidorino -- generation 7
2685,34,7,81,102,77,85,75,85,nidoking -- generation 7
2686,35,7,70,45,48,60,65,35,clefairy -- generation 7
2687,36,7,95,70,73,95,90,60,clefable -- generation 7
2688,37,7,38,41,40,50,65,65,vulpix -- generation 7
2689,38,7,73,76,75,81,100,100,ninetales -- generation 7
2690,39,7,115,45,20,45,25,20,jigglypuff -- generation 7
2691,40,7,140,70,45,85,50,45,wigglytuff -- generation 7
2692,41,7,40,45,35,30,40,55,zubat -- generation 7
2693,42,7,75,80,70,65,75,90,golbat -- generation 7
2694,43,7,45,50,55,75,65,30,oddish -- generation 7
2695,44,7,60,65,70,85,75,40,gloom -- generation 7
2696,45,7,75,80,85,110,90,50,vileplume -- generation 7
2697,46,7,35,70,55,45,55,25,paras -- generation 7
2698,47,7,60,95,80,60,80,30,parasect -- generation 7
2699,48,7,60,55,50,40,55,45,venonat -- generation 7
2700,49,7,70,65,60,90,75,90,venomoth -- generation 7
2701,50,7,10,55,25,35,45,95,diglett -- generation 7
2702,51,7,35,100,50,50,70,120,dugtrio -- generation 7
2703,52,7,40,45,35,40,40,90,meowth -- generation 7
2704,53,7,65,70,60,65,65,115,persian -- generation 7
2705,54,7,50,52,48,65,50,55,psyduck -- generation 7
2706,55,7,80,82,78,95,80,85,golduck -- generation 7
2707,56,7,40,80,35,35,45,70,mankey -- generation 7
2708,57,7,65,105,60,60,70,95,primeape -- generation 7
2709,58,7,55,70,45,70,50,60,growlithe -- generation 7
2710,59,7,90,110,80,100,80,95,arcanine -- generation 7
2711,60,7,40,50,40,40,40,90,poliwag -- generation 7
2712,61,7,65,65,65,50,50,90,poliwhirl -- generation 7
2713,62,7,90,95,95,70,90,70,poliwrath -- generation 7
2714,63,7,25,20,15,105,55,90,abra -- generation 7
2715,64,7,40,35,30,120,70,105,kadabra -- generation 7
2716,65,7,55,50,45,135,95,120,alakazam -- generation 7
2717,66,7,70,80,50,35,35,35,machop -- generation 7
2718,67,7,80,100,70,50,60,45,machoke -- generation 7
2719,68,7,90,130,80,65,85,55,machamp -- generation 7
2720,69,7,50,75,35,70,30,40,bellsprout -- generation 7
2721,70,7,65,90,50,85,45,55,weepinbell -- generation 7
2722,71,7,80,105,65,100,70,70,victreebel -- generation 7
2723,72,7,40,40,35,50,100,70,tentacool -- generation 7
2724,73,7,80,70,65,80,120,100,tentacruel -- generation 7
2725,74,7,40,80,100,30,30,20,geodude -- generation 7
2726,75,7,55,95,115,45,45,35,graveler -- generation 7
2727,76,7,80,120,130,55,65,45,golem -- generation 7
2728,77,7,50,85,55,65,65,90,ponyta -- generation 7
2729,78,7,65,100,70,80,80,105,rapidash -- generation 7
2730,79,7,90,65,65,40,40,15,slowpoke -- generation 7
2731,80,7,95,75,110,100,80,30,slowbro -- generation 7
2732,81,7,25,35,70,95,55,45,magnemite -- generation 7
2733,82,7,50,60,95,120,70,70,magneton -- generation 7
2734,83,7,52,90,55,58,62,60,farfetchd -- generation 7
2735,84,7,35,85,45,35,35,75,doduo -- generation 7
2736,85,7,60,110,70,60,60,110,dodrio -- generation 7
2737,86,7,65,45,55,45,70,45,seel -- generation 7
2738,87,7,90,70,80,70,95,70,dewgong -- generation 7
2739,88,7,80,80,50,40,50,25,grimer -- generation 7
2740,89,7,105,105,75,65,100,50,muk -- generation 7
2741,90,7,30,65,100,45,25,40,shellder -- generation 7
2742,91,7,50,95,180,85,45,70,cloyster -- generation 7
2743,92,7,30,35,30,100,35,80,gastly -- generation 7
2744,93,7,45,50,45,115,55,95,haunter -- generation 7
2745,94,7,60,65,60,130,75,110,gengar -- generation 7
2746,95,7,35,45,160,30,45,70,onix -- generation 7
2747,96,7,60,48,45,43,90,42,drowzee -- generation 7
2748,97,7,85,73,70,73,115,67,hypno -- generation 7
2749,98,7,30,105,90,25,25,50,krabby -- generation 7
2750,99,7,55,130,115,50,50,75,kingler -- generation 7
2751,100,7,40,30,50,55,55,100,voltorb -- generation 7
2752,101,7,60,50,70,80,80,150,electrode -- generation 7
2753,102,7,60,40,80,60,45,40,exeggcute -- generation 7
2754,103,7,95,95,85,125,75,55,exeggutor -- generation 7
2755,104,7,50,50,95,40,50,35,cubone -- generation 7
2756,105,7,60,80,110,50,80,45,marowak -- generation 7
2757,106,7,50,120,53,35,110,87,hitmonlee -- generation 7
2758,107,7,50,105,79,35,110,76,hitmonchan -- generation 7
2759,108,7,90,55,75,60,75,30,lickitung -- generation 7
2760,109,7,40,65,95,60,45,35,koffing -- generation 7
2761,110,7,65,90,120,85,70,60,weezing -- generation 7
2762,111,7,80,85,95,30,30,25,rhyhorn -- generation 7
2763,112,7,105,130,120,45,45,40,rhydon -- generation 7
2764,113,7,250,5,5,35,105,50,chansey -- generation 7
2765,114,7,65,55,115,100,40,60,tangela -- generation 7
2766,115,7,105,95,80,40,80,90,kangaskhan -- generation 7
2767,116,7,30,40,70,70,25,60,horsea -- generation 7
2768,117,7,55,65,95,95,45,85,seadra -- generation 7
2769,118,7,45,67,60,35,50,63,goldeen -- generation 7
2770,119,7,80,92,65,65,80,68,seaking -- generation 7
2771,120,7,30,45,55,70,55,85,staryu -- generation 7
2772,121,7,60,75,85,100,85,115,starmie -- generation 7
2773,122,7,40,45,65,100,120,90,mrmime -- generation 7
2774,123,7,70,110,80,55,80,105,scyther -- generation 7
2775,124,7,65,50,35,115,95,95,jynx -- generation 7
2776,125,7,65,83,57,95,85,105,electabuzz -- generation 7
2777,126,7,65,95,57,100,85,93,magmar -- generation 7
2778,127,7,65,125,100,55,70,85,pinsir -- generation 7
2779,128,7,75,100,95,40,70,110,tauros -- generation 7
2780,129,7,20,10,55,15,20,80,magikarp -- generation 7
2781,130,7,95,125,79,60,100,81,gyarados -- generation 7
2782,131,7,130,85,80,85,95,60,lapras -- generation 7
2783,132,7,48,48,48,48,48,48,ditto -- generation 7
2784,133,7,55,55,50,45,65,55,eevee -- generation 7
2785,134,7,130,65,60,110,95,65,vaporeon -- generation 7
2786,135,7,65,65,60,110,95,130,jolteon -- generation 7
2787,136,7,65,130,60,95,110,65,flareon -- generation 7
2788,137,7,65,60,70,85,75,40,porygon -- generation 7
2789,138,7,35,40,100,90,55,35,omanyte -- generation 7
2790,139,7,70,60,125,115,70,55,omastar -- generation 7
2791,140,7,30,80,90,55,45,55,kabuto -- generation 7
2792,141,7,60,115,105,65,70,80,kabutops -- generation 7
2793,142,7,80,105,65,60,75,130,aerodactyl -- generation 7
2794,143,7,160,110,65,65,110,30,snorlax -- generation 7
2795,144,7,90,85,100,95,125,85,articuno -- generation 7
2796,145,7,90,90,85,125,90,100,zapdos -- generation 7
2797,146,7,90,100,90,125,85,90,moltres -- generation 7
2798,147,7,41,64,45,50,50,50,dratini -- generation 7
2799,148,7,61,84,65,70,70,70,dragonair -- generation 7
2800,149,7,91,134,95,100,100,80,dragonite -- generation 7
2801,150,7,106,110,90,154,90,130,mewtwo -- generation 7
2802,151,7,100,100,100,100,100,100,mew -- generation 7
2803,152,7,45,49,65,49,65,45,chikorita -- generation 7
2804,153,7,60,62,80,63,80,60,bayleef -- generation 7
2805,154,7,80,82,100,83,100,80,meganium -- generation 7
2806,155,7,39,52,43,60,50,65,cyndaquil -- generation 7
2807,156,7,58,64,58,80,65,80,quilava -- generation 7
2808,157,7,78,84,78,109,85,100,typhlosion -- generation 7
2809,158,7,50,65,64,44,48,43,totodile -- generation 7
2810,159,7,65,80,80,59,63,58,croconaw -- generation 7
2811,160,7,85,105,100,79,83,78,feraligatr -- generation 7
2812,161,7,35,46,34,35,45,20,sentret -- generation 7
2813,162,7,85,76,64,45,55,90,furret -- generation 7
2814,163,7,60,30,30,36,56,50,hoothoot -- generation 7
2815,164,7,100,50,50,86,96,70,noctowl -- generation 7
2816,165,7,40,20,30,40,80,55,ledyba -- generation 7
2817,166,7,55,35,50,55,110,85,ledian -- generation 7
2818,167,7,40,60,40,40,40,30,spinarak -- generation 7
2819,168,7,70,90,70,60,70,40,ariados -- generation 7
2820,169,7,85,90,80,70,80,130,crobat -- generation 7
2821,170,7,75,38,38,56,56,67,chinchou -- generation 7
2822,171,7,125,58,58,76,76,67,lanturn -- generation 7
2823,172,7,20,40,15,35,35,60,pichu -- generation 7
2824,173,7,50,25,28,45,55,15,cleffa -- generation 7
2825,174,7,90,30,15,40,20,15,igglybuff -- generation 7
2826,175,7,35,20,65,40,65,20,togepi -- generation 7
2827,176,7,55,40,85,80,105,40,togetic -- generation 7
2828,177,7,40,50,45,70,45,70,natu -- generation 7
2829,178,7,65,75,70,95,70,95,xatu -- generation 7
2830,179,7,55,40,40,65,45,35,mareep -- generation 7
2831,180,7,70,55,55,80,60,45,flaaffy -- generation 7
2832,181,7,90,75,85,115,90,55,ampharos -- generation 7
2833,182,7,75,80,95,90,100,50,bellossom -- generation 7
2834,183,7,70,20,50,20,50,40,marill -- generation 7
2835,184,7,100,50,80,60,80,50,azumarill -- generation 7
2836,185,7,70,100,115,30,65,30,sudowoodo -- generation 7
2837,186,7,90,75,75,90,100,70,politoed -- generation 7
2838,187,7,35,35,40,35,55,50,hoppip -- generation 7
2839,188,7,55,45,50,45,65,80,skiploom -- generation 7
2840,189,7,75,55,70,55,95,110,jumpluff -- generation 7
2841,190,7,55,70,55,40,55,85,aipom -- generation 7
2842,191,7,30,30,30,30,30,30,sunkern -- generation 7
2843,192,7,75,75,55,105,85,30,sunflora -- generation 7
2844,193,7,65,65,45,75,45,95,yanma -- generation 7
2845,194,7,55,45,45,25,25,15,wooper -- generation 7
2846,195,7,95,85,85,65,65,35,quagsire -- generation 7
2847,196,7,65,65,60,130,95,110,espeon -- generation 7
2848,197,7,95,65,110,60,130,65,umbreon -- generation 7
2849,198,7,60,85,42,85,42,91,murkrow -- generation 7
2850,199,7,95,75,80,100,110,30,slowking -- generation 7
2851,200,7,60,60,60,85,85,85,misdreavus -- generation 7
2852,201,7,48,72,48,72,48,48,unown -- generation 7
2853,202,7,190,33,58,33,58,33,wobbuffet -- generation 7
2854,203,7,70,80,65,90,65,85,girafarig -- generation 7
2855,204,7,50,65,90,35,35,15,pineco -- generation 7
2856,205,7,75,90,140,60,60,40,forretress -- generation 7
2857,206,7,100,70,70,65,65,45,dunsparce -- generation 7
2858,207,7,65,75,105,35,65,85,gligar -- generation 7
2859,208,7,75,85,200,55,65,30,steelix -- generation 7
2860,209,7,60,80,50,40,40,30,snubbull -- generation 7
2861,210,7,90,120,75,60,60,45,granbull -- generation 7
2862,211,7,65,95,85,55,55,85,qwilfish -- generation 7
2863,212,7,70,130,100,55,80,65,scizor -- generation 7
2864,213,7,20,10,230,10,230,5,shuckle -- generation 7
2865,214,7,80,125,75,40,95,85,heracross -- generation 7
2866,215,7,55,95,55,35,75,115,sneasel -- generation 7
2867,216,7,60,80,50,50,50,40,teddiursa -- generation 7
2868,217,7,90,130,75,75,75,55,ursaring -- generation 7
2869,218,7,40,40,40,70,40,20,slugma -- generation 7
2870,219,7,60,50,120,90,80,30,magcargo -- generation 7
2871,220,7,50,50,40,30,30,50,swinub -- generation 7
2872,221,7,100,100,80,60,60,50,piloswine -- generation 7
2873,222,7,65,55,95,65,95,35,corsola -- generation 7
2874,223,7,35,65,35,65,35,65,remoraid -- generation 7
2875,224,7,75,105,75,105,75,45,octillery -- generation 7
2876,225,7,45,55,45,65,45,75,delibird -- generation 7
2877,226,7,85,40,70,80,140,70,mantine -- generation 7
2878,227,7,65,80,140,40,70,70,skarmory -- generation 7
2879,228,7,45,60,30,80,50,65,houndour -- generation 7
2880,229,7,75,90,50,110,80,95,houndoom -- generation 7
2881,230,7,75,95,95,95,95,85,kingdra -- generation 7
2882,231,7,90,60,60,40,40,40,phanpy -- generation 7
2883,232,7,90,120,120,60,60,50,donphan -- generation 7
2884,233,7,85,80,90,105,95,60,porygon2 -- generation 7
2885,234,7,73,95,62,85,65,85,stantler -- generation 7
2886,235,7,55,20,35,20,45,75,smeargle -- generation 7
2887,236,7,35,35,35,35,35,35,tyrogue -- generation 7
2888,237,7,50,95,95,35,110,70,hitmontop -- generation 7
2889,238,7,45,30,15,85,65,65,smoochum -- generation 7
2890,239,7,45,63,37,65,55,95,elekid -- generation 7
2891,240,7,45,75,37,70,55,83,magby -- generation 7
2892,241,7,95,80,105,40,70,100,miltank -- generation 7
2893,242,7,255,10,10,75,135,55,blissey -- generation 7
2894,243,7,90,85,75,115,100,115,raikou -- generation 7
2895,244,7,115,115,85,90,75,100,entei -- generation 7
2896,245,7,100,75,115,90,115,85,suicune -- generation 7
2897,246,7,50,64,50,45,50,41,larvitar -- generation 7
2898,247,7,70,84,70,65,70,51,pupitar -- generation 7
2899,248,7,100,134,110,95,100,61,tyranitar -- generation 7
2900,249,7,106,90,130,90,154,110,lugia -- generation 7
2901,250,7,106,130,90,110,154,90,hooh -- generation 7
2902,251,7,100,100,100,100,100,100,celebi -- generation 7
2903,252,7,40,45,35,65,55,70,treecko -- generation 7
2904,253,7,50,65,45,85,65,95,grovyle -- generation 7
2905,254,7,70,85,65,105,85,120,sceptile -- generation 7
2906,255,7,45,60,40,70,50,45,torchic -- generation 7
2907,256,7,60,85,60,85,60,55,combusken -- generation 7
2908,257,7,80,120,70,110,70,80,blaziken -- generation 7
2909,258,7,50,70,50,50,50,40,mudkip -- generation 7
2910,259,7,70,85,70,60,70,50,marshtomp -- generation 7
2911,260,7,100,110,90,85,90,60,swampert -- generation 7
2912,261,7,35,55,35,30,30,35,poochyena -- generation 7
2913,262,7,70,90,70,60,60,70,mightyena -- generation 7
2914,263,7,38,30,41,30,41,60,zigzagoon -- generation 7
2915,264,7,78,70,61,50,61,100,linoone -- generation 7
2916,265,7,45,45,35,20,30,20,wurmple -- generation 7
2917,266,7,50,35,55,25,25,15,silcoon -- generation 7
2918,267,7,60,70,50,100,50,65,beautifly -- generation 7
2919,268,7,50,35,55,25,25,15,cascoon -- generation 7
2920,269,7,60,50,70,50,90,65,dustox -- generation 7
2921,270,7,40,30,30,40,50,30,lotad -- generation 7
2922,271,7,60,50,50,60,70,50,lombre -- generation 7
2923,272,7,80,70,70,90,100,70,ludicolo -- generation 7
2924,273,7,40,40,50,30,30,30,seedot -- generation 7
2925,274,7,70,70,40,60,40,60,nuzleaf -- generation 7
2926,275,7,90,100,60,90,60,80,shiftry -- generation 7
2927,276,7,40,55,30,30,30,85,taillow -- generation 7
2928,277,7,60,85,60,75,50,125,swellow -- generation 7
2929,278,7,40,30,30,55,30,85,wingull -- generation 7
2930,279,7,60,50,100,95,70,65,pelipper -- generation 7
2931,280,7,28,25,25,45,35,40,ralts -- generation 7
2932,281,7,38,35,35,65,55,50,kirlia -- generation 7
2933,282,7,68,65,65,125,115,80,gardevoir -- generation 7
2934,283,7,40,30,32,50,52,65,surskit -- generation 7
2935,284,7,70,60,62,100,82,80,masquerain -- generation 7
2936,285,7,60,40,60,40,60,35,shroomish -- generation 7
2937,286,7,60,130,80,60,60,70,breloom -- generation 7
2938,287,7,60,60,60,35,35,30,slakoth -- generation 7
2939,288,7,80,80,80,55,55,90,vigoroth -- generation 7
2940,289,7,150,160,100,95,65,100,slaking -- generation 7
2941,290,7,31,45,90,30,30,40,nincada -- generation 7
2942,291,7,61,90,45,50,50,160,ninjask -- generation 7
2943,292,7,1,90,45,30,30,40,shedinja -- generation 7
2944,293,7,64,51,23,51,23,28,whismur -- generation 7
2945,294,7,84,71,43,71,43,48,loudred -- generation 7
2946,295,7,104,91,63,91,73,68,exploud -- generation 7
2947,296,7,72,60,30,20,30,25,makuhita -- generation 7
2948,297,7,144,120,60,40,60,50,hariyama -- generation 7
2949,298,7,50,20,40,20,40,20,azurill -- generation 7
2950,299,7,30,45,135,45,90,30,nosepass -- generation 7
2951,300,7,50,45,45,35,35,50,skitty -- generation 7
2952,301,7,70,65,65,55,55,90,delcatty -- generation 7
2953,302,7,50,75,75,65,65,50,sableye -- generation 7
2954,303,7,50,85,85,55,55,50,mawile -- generation 7
2955,304,7,50,70,100,40,40,30,aron -- generation 7
2956,305,7,60,90,140,50,50,40,lairon -- generation 7
2957,306,7,70,110,180,60,60,50,aggron -- generation 7
2958,307,7,30,40,55,40,55,60,meditite -- generation 7
2959,308,7,60,60,75,60,75,80,medicham -- generation 7
2960,309,7,40,45,40,65,40,65,electrike -- generation 7
2961,310,7,70,75,60,105,60,105,manectric -- generation 7
2962,311,7,60,50,40,85,75,95,plusle -- generation 7
2963,312,7,60,40,50,75,85,95,minun -- generation 7
2964,313,7,65,73,75,47,85,85,volbeat -- generation 7
2965,314,7,65,47,75,73,85,85,illumise -- generation 7
2966,315,7,50,60,45,100,80,65,roselia -- generation 7
2967,316,7,70,43,53,43,53,40,gulpin -- generation 7
2968,317,7,100,73,83,73,83,55,swalot -- generation 7
2969,318,7,45,90,20,65,20,65,carvanha -- generation 7
2970,319,7,70,120,40,95,40,95,sharpedo -- generation 7
2971,320,7,130,70,35,70,35,60,wailmer -- generation 7
2972,321,7,170,90,45,90,45,60,wailord -- generation 7
2973,322,7,60,60,40,65,45,35,numel -- generation 7
2974,323,7,70,100,70,105,75,40,camerupt -- generation 7
2975,324,7,70,85,140,85,70,20,torkoal -- generation 7
2976,325,7,60,25,35,70,80,60,spoink -- generation 7
2977,326,7,80,45,65,90,110,80,grumpig -- generation 7
2978,327,7,60,60,60,60,60,60,spinda -- generation 7
2979,328,7,45,100,45,45,45,10,trapinch -- generation 7
2980,329,7,50,70,50,50,50,70,vibrava -- generation 7
2981,330,7,80,100,80,80,80,100,flygon -- generation 7
2982,331,7,50,85,40,85,40,35,cacnea -- generation 7
2983,332,7,70,115,60,115,60,55,cacturne -- generation 7
2984,333,7,45,40,60,40,75,50,swablu -- generation 7
2985,334,7,75,70,90,70,105,80,altaria -- generation 7
2986,335,7,73,115,60,60,60,90,zangoose -- generation 7
2987,336,7,73,100,60,100,60,65,seviper -- generation 7
2988,337,7,90,55,65,95,85,70,lunatone -- generation 7
2989,338,7,90,95,85,55,65,70,solrock -- generation 7
2990,339,7,50,48,43,46,41,60,barboach -- generation 7
2991,340,7,110,78,73,76,71,60,whiscash -- generation 7
2992,341,7,43,80,65,50,35,35,corphish -- generation 7
2993,342,7,63,120,85,90,55,55,crawdaunt -- generation 7
2994,343,7,40,40,55,40,70,55,baltoy -- generation 7
2995,344,7,60,70,105,70,120,75,claydol -- generation 7
2996,345,7,66,41,77,61,87,23,lileep -- generation 7
2997,346,7,86,81,97,81,107,43,cradily -- generation 7
2998,347,7,45,95,50,40,50,75,anorith -- generation 7
2999,348,7,75,125,100,70,80,45,armaldo -- generation 7
3000,349,7,20,15,20,10,55,80,feebas -- generation 7
3001,350,7,95,60,79,100,125,81,milotic -- generation 7
3002,351,7,70,70,70,70,70,70,castform -- generation 7
3003,352,7,60,90,70,60,120,40,kecleon -- generation 7
3004,353,7,44,75,35,63,33,45,shuppet -- generation 7
3005,354,7,64,115,65,83,63,65,banette -- generation 7
3006,355,7,20,40,90,30,90,25,duskull -- generation 7
3007,356,7,40,70,130,60,130,25,dusclops -- generation 7
3008,357,7,99,68,83,72,87,51,tropius -- generation 7
3009,358,7,75,50,80,95,90,65,chimecho -- generation 7
3010,359,7,65,130,60,75,60,75,absol -- generation 7
3011,360,7,95,23,48,23,48,23,wynaut -- generation 7
3012,361,7,50,50,50,50,50,50,snorunt -- generation 7
3013,362,7,80,80,80,80,80,80,glalie -- generation 7
3014,363,7,70,40,50,55,50,25,spheal -- generation 7
3015,364,7,90,60,70,75,70,45,sealeo -- generation 7
3016,365,7,110,80,90,95,90,65,walrein -- generation 7
3017,366,7,35,64,85,74,55,32,clamperl -- generation 7
3018,367,7,55,104,105,94,75,52,huntail -- generation 7
3019,368,7,55,84,105,114,75,52,gorebyss -- generation 7
3020,369,7,100,90,130,45,65,55,relicanth -- generation 7
3021,370,7,43,30,55,40,65,97,luvdisc -- generation 7
3022,371,7,45,75,60,40,30,50,bagon -- generation 7
3023,372,7,65,95,100,60,50,50,shelgon -- generation 7
3024,373,7,95,135,80,110,80,100,salamence -- generation 7
3025,374,7,40,55,80,35,60,30,beldum -- generation 7
3026,375,7,60,75,100,55,80,50,metang -- generation 7
3027,376,7,80,135,130,95,90,70,metagross -- generation 7
3028,377,7,80,100,200,50,100,50,regirock -- generation 7
3029,378,7,80,50,100,100,200,50,regice -- generation 7
3030,379,7,80,75,150,75,150,50,registeel -- generation 7
3031,380,7,80,80,90,110,130,110,latias -- generation 7
3032,381,7,80,90,80,130,110,110,latios -- generation 7
3033,382,7,100,100,90,150,140,90,kyogre -- generation 7
3034,383,7,100,150,140,100,90,90,groudon -- generation 7
3035,384,7,105,150,90,150,90,95,rayquaza -- generation 7
3036,385,7,100,100,100,100,100,100,jirachi -- generation 7
3037,386,7,50,150,50,150,50,150,deoxys -- generation 7
3038,387,7,55,68,64,45,55,31,turtwig -- generation 7
3039,388,7,75,89,85,55,65,36,grotle -- generation 7
3040,389,7,95,109,105,75,85,56,torterra -- generation 7
3041,390,7,44,58,44,58,44,61,chimchar -- generation 7
3042,391,7,64,78,52,78,52,81,monferno -- generation 7
3043,392,7,76,104,71,104,71,108,infernape -- generation 7
3044,393,7,53,51,53,61,56,40,piplup -- generation 7
3045,394,7,64,66,68,81,76,50,prinplup -- generation 7
3046,395,7,84,86,88,111,101,60,empoleon -- generation 7
3047,396,7,40,55,30,30,30,60,starly -- generation 7
3048,397,7,55,75,50,40,40,80,staravia -- generation 7
3049,398,7,85,120,70,50,60,100,staraptor -- generation 7
3050,399,7,59,45,40,35,40,31,bidoof -- generation 7
3051,400,7,79,85,60,55,60,71,bibarel -- generation 7
3052,401,7,37,25,41,25,41,25,kricketot -- generation 7
3053,402,7,77,85,51,55,51,65,kricketune -- generation 7
3054,403,7,45,65,34,40,34,45,shinx -- generation 7
3055,404,7,60,85,49,60,49,60,luxio -- generation 7
3056,405,7,80,120,79,95,79,70,luxray -- generation 7
