id,name,pokemon_id,form,generation_id,primary_type_id,secondary_type_id,hp,attack,defense,special_attack,special_defense,speed,height,weight
3103,Porygon-Z,porygonz,,4,normal,,85,80,70,135,75,90,0.9,34
3104,Gallade,gallade,,4,psychic,fighting,68,125,65,65,115,80,1.6,52
3105,Gallade,gallade,Mega,4,psychic,fighting,68,165,95,65,115,110,1.6,56.4
3106,Probopass,probopass,,4,rock,steel,60,55,145,75,150,40,1.4,340
3107,Dusknoir,dusknoir,,4,ghost,,45,100,135,65,135,45,2.2,106.6
3108,Froslass,froslass,,4,ice,ghost,70,80,70,80,70,110,1.3,26.6
3109,Rotom,rotom,,4,electric,ghost,50,50,77,95,77,91,0.3,0.3
3110,Rotom,rotom,Heat,4,electric,fire,50,65,107,105,107,86,0.3,0.3
3111,Rotom,rotom,Wash,4,electric,water,50,65,107,105,107,86,0.3,0.3
3112,Rotom,rotom,Frost,4,electric,ice,50,65,107,105,107,86,0.3,0.3
3113,Rotom,rotom,Fan,4,electric,flying,50,65,107,105,107,86,0.3,0.3
3114,Rotom,rotom,Mow,4,electric,grass,50,65,107,105,107,86,0.3,0.3
3115,Uxie,uxie,,4,psychic,,75,75,130,75,130,95,0.3,0.3
3116,Mesprit,mesprit,,4,psychic,,80,105,105,105,105,80,0.3,0.3
3117,Azelf,azelf,,4,psychic,,75,125,70,125,70,115,0.3,0.3
3118,Dialga,dialga,,4,steel,dragon,100,120,120,150,100,90,5.4,683
3119,Dialga,dialga,Origin,4,steel,dragon,100,100,120,150,120,90,7,850
3120,Palkia,palkia,,4,water,dragon,90,120,100,150,120,100,4.2,336
3121,Palkia,palkia,Origin,4,water,dragon,90,100,100,150,120,120,6.3,660
3122,Heatran,heatran,,4,fire,steel,91,90,106,130,106,77,1.7,430
3123,Regigigas,regigigas,,4,normal,,110,160,110,80,110,100,3.7,420
3124,Giratina,giratina,Altered,4,ghost,dragon,150,100,120,100,120,90,4.5,750
3125,Giratina,giratina,Origin,4,ghost,dragon,150,120,100,120,100,90,6.9,650
3126,Cresselia,cresselia,,4,psychic,,120,70,120,75,130,85,1.5,85.6
3127,Phione,phione,,4,water,,80,80,80,80,80,80,0.4,3.1
3128,Manaphy,manaphy,,4,water,,100,100,100,100,100,100,0.3,1.4
3129,Darkrai,darkrai,,4,dark,,70,90,90,135,90,125,1.5,50.5
3130,Shaymin,shaymin,Land,4,grass,,100,100,100,100,100,100,0.2,2.1
3131,Shaymin,shaymin,Sky,4,grass,flying,100,103,75,120,75,127,0.4,5.2
3132,Arceus,arceus,Normal,4,normal,,120,120,120,120,120,120,3.2,320
3133,Arceus,arceus,Bug,4,bug,,120,120,120,120,120,120,3.2,320
3134,Arceus,arceus,Dark,4,dark,,120,120,120,120,120,120,3.2,320
3135,Arceus,arceus,Dragon,4,dragon,,120,120,120,120,120,120,3.2,320
3136,Arceus,arceus,Electric,4,electric,,120,120,120,120,120,120,3.2,320
3137,Arceus,arceus,Fairy,4,fairy,,120,120,120,120,120,120,3.2,320
3138,Arceus,arceus,Fighting,4,fighting,,120,120,120,120,120,120,3.2,320
3139,Arceus,arceus,Fire,4,fire,,120,120,120,120,120,120,3.2,320
3140,Arceus,arceus,Flying,4,flying,,120,120,120,120,120,120,3.2,320
3141,Arceus,arceus,Ghost,4,ghost,,120,120,120,120,120,120,3.2,320
3142,Arceus,arceus,Grass,4,grass,,120,120,120,120,120,120,3.2,320
3143,Arceus,arceus,Ground,4,ground,,120,120,120,120,120,120,3.2,320
3144,Arceus,arceus,Ice,4,ice,,120,120,120,120,120,120,3.2,320
3145,Arceus,arceus,Poison,4,poison,,120,120,120,120,120,120,3.2,320
3146,Arceus,arceus,Psychic,4,psychic,,120,120,120,120,120,120,3.2,320
3147,Arceus,arceus,Rock,4,rock,,120,120,120,120,120,120,3.2,320
3148,Arceus,arceus,Steel,4,steel,,120,120,120,120,120,120,3.2,320
3149,Arceus,arceus,Water,4,water,,120,120,120,120,120,120,3.2,320
3150,Victini,victini,,5,psychic,fire,100,100,100,100,100,100,0.4,4
3151,Snivy,snivy,,5,grass,,45,45,55,45,55,63,0.6,8.1
3152,Servine,servine,,5,grass,,60,60,75,60,75,83,0.8,16
3153,Serperior,serperior,,5,grass,,75,75,95,75,95,113,3.3,63
3154,Tepig,tepig,,5,fire,,65,63,45,45,45,45,0.5,9.9
3155,Pignite,pignite,,5,fire,fighting,90,93,55,70,55,55,1,55.5
3156,Emboar,emboar,,5,fire,fighting,110,123,65,100,65,65,1.6,150
3157,Oshawott,oshawott,,5,water,,55,55,45,63,45,45,0.5,5.9
3158,Dewott,dewott,,5,water,,75,75,60,83,60,60,0.8,24.5
3159,Samurott,samurott,,5,water,,95,100,85,108,70,70,1.5,94.6
3160,Samurott,samurott,Hisui,5,water,dark,90,108,80,100,65,85,1.5,58.2
3161,Patrat,patrat,,5,normal,,45,55,39,35,39,42,0.5,11.6
3162,Watchog,watchog,,5,normal,,60,85,69,60,69,77,1.1,27
3163,Lillipup,lillipup,,5,normal,,45,60,45,25,45,55,0.4,4.1
3164,Herdier,herdier,,5,normal,,65,80,65,35,65,60,0.9,14.7
3165,Stoutland,stoutland,,5,normal,,85,110,90,45,90,80,1.2,61
3166,Purrloin,purrloin,,5,dark,,41,50,37,50,37,66,0.4,10.1
3167,Liepard,liepard,,5,dark,,64,88,50,88,50,106,1.1,37.5
3168,Pansage,pansage,,5,grass,,50,53,48,53,48,64,0.6,10.5
3169,Simisage,simisage,,5,grass,,75,98,63,98,63,101,1.1,30.5
3170,Pansear,pansear,,5,fire,,50,53,48,53,48,64,0.6,11
3171,Simisear,simisear,,5,fire,,75,98,63,98,63,101,1,28
3172,Panpour,panpour,,5,water,,50,53,48,53,48,64,0.6,13.5
3173,Simipour,simipour,,5,water,,75,98,63,98,63,101,1,29
3174,Munna,munna,,5,psychic,,76,25,45,67,55,24,0.6,23.3
3175,Musharna,musharna,,5,psychic,,116,55,85,107,95,29,1.1,60.5
3176,Pidove,pidove,,5,normal,flying,50,55,50,36,30,43,0.3,2.1
3177,Tranquill,tranquill,,5,normal,flying,62,77,62,50,42,65,0.6,15
3178,Unfezant,unfezant,,5,normal,flying,80,115,80,65,55,93,1.2,29
3179,Blitzle,blitzle,,5,electric,,45,60,32,50,32,76,0.8,29.8
3180,Zebstrika,zebstrika,,5,electric,,75,100,63,80,63,116,1.6,79.5
3181,Roggenrola,roggenrola,,5,rock,,55,75,85,25,25,15,0.4,18
3182,Boldore,boldore,,5,rock,,70,105,105,50,40,20,0.9,102
3183,Gigalith,gigalith,,5,rock,,85,135,130,60,80,25,1.7,260
3184,Woobat,woobat,,5,psychic,flying,55,45,43,55,43,72,0.4,2.1
3185,Swoobat,swoobat,,5,psychic,flying,67,57,55,77,55,114,0.9,10.5
3186,Drilbur,drilbur,,5,ground,,60,85,40,30,45,68,0.3,8.5
3187,Excadrill,excadrill,,5,ground,steel,110,135,60,50,65,88,0.7,40.4
3188,Audino,audino,,5,normal,,103,60,86,60,86,50,1.1,31
3189,Audino,audino,Mega,5,normal,fairy,103,60,126,80,126,50,1.5,32
3190,Timburr,timburr,,5,fighting,,75,80,55,25,35,35,0.6,12.5
3191,Gurdurr,gurdurr,,5,fighting,,85,105,85,40,50,40,1.2,40
3192,Conkeldurr,conkeldurr,,5,fighting,,105,140,95,55,65,45,1.4,87
3193,Tympole,tympole,,5,water,,50,50,40,50,40,64,0.5,4.5
3194,Palpitoad,palpitoad,,5,water,ground,75,65,55,65,55,69,0.8,17
3195,Seismitoad,seismitoad,,5,water,ground,105,95,75,85,75,74,1.5,62
3196,Throh,throh,,5,fighting,,120,100,85,30,85,45,1.3,55.5
3197,Sawk,sawk,,5,fighting,,75,125,75,30,75,85,1.4,51
3198,Sewaddle,sewaddle,,5,bug,grass,45,53,70,40,60,42,0.3,2.5
3199,Swadloon,swadloon,,5,bug,grass,55,63,90,50,80,42,0.5,7.3
3200,Leavanny,leavanny,,5,bug,grass,75,103,80,70,80,92,1.2,20.5
3201,Venipede,venipede,,5,bug,poison,30,45,59,30,39,57,0.4,5.3
3202,Whirlipede,whirlipede,,5,bug,poison,40,55,99,40,79,47,1.2,58.5
3203,Scolipede,scolipede,,5,bug,poison,60,100,89,55,69,112,2.5,200.5
3204,Cottonee,cottonee,,5,grass,fairy,40,27,60,37,50,66,0.3,0.6
3205,Whimsicott,whimsicott,,5,grass,fairy,60,67,85,77,75,116,0.7,6.6
3206,Petilil,petilil,,5,grass,,45,35,50,70,50,30,0.5,6.6
3207,Lilligant,lilligant,,5,grass,,70,60,75,110,75,90,1.1,16.3
3208,Lilligant,lilligant,Hisui,5,grass,fighting,70,105,75,50,75,105,1.2,19.2
3209,Basculin,basculin,Red-Striped,5,water,,70,92,65,80,55,98,1,18
3210,Basculin,basculin,Blue-Striped,5,water,,70,92,65,80,55,98,1,18
3211,Basculin,basculin,White-Striped,5,water,,70,92,65,80,55,98,1,18
3212,Sandile,sandile,,5,ground,dark,50,72,35,35,35,65,0.7,15.2
3213,Krokorok,krokorok,,5,ground,dark,60,82,45,45,45,74,1,33.4
3214,Krookodile,krookodile,,5,ground,dark,95,117,80,65,70,92,1.5,96.3
3215,Darumaka,darumaka,,5,fire,,70,90,45,15,45,50,0.6,37.5
3216,Darumaka,darumaka,Galar,5,ice,,70,90,45,15,45,50,0.7,40
3217,Darmanitan,darmanitan,Standard,5,fire,,105,140,55,30,55,95,1.3,92.9
3218,Darmanitan,darmanitan,Zen,5,fire,psychic,105,30,105,140,105,55,1.3,92.9
3219,Darmanitan,darmanitan,Galar,5,ice,,105,140,55,30,55,95,1.7,120
3220,Darmanitan,darmanitan,Galar-Zen,5,ice,fire,105,160,55,30,55,135,1.7,120
3221,Maractus,maractus,,5,grass,,75,86,67,106,67,60,1,28
3222,Dwebble,dwebble,,5,bug,rock,50,65,85,35,35,55,0.3,14.5
3223,Crustle,crustle,,5,bug,rock,70,95,125,65,75,45,1.4,200
3224,Scraggy,scraggy,,5,dark,fighting,50,75,70,35,70,48,0.6,11.8
3225,Scrafty,scrafty,,5,dark,fighting,65,90,115,45,115,58,1.1,30
3226,Sigilyph,sigilyph,,5,psychic,flying,72,58,80,103,80,97,1.4,14
3227,Yamask,yamask,,5,ghost,,38,30,85,55,65,30,0.5,1.5
3228,Yamask,yamask,Galar,5,ground,ghost,38,55,85,30,65,30,0.5,1.5
3229,Cofagrigus,cofagrigus,,5,ghost,,58,50,145,95,105,30,1.7,76.5
3230,Tirtouga,tirtouga,,5,water,rock,54,78,103,53,45,22,0.7,16.5
3231,Carracosta,carracosta,,5,water,rock,74,108,133,83,65,32,1.2,81
3232,Archen,archen,,5,rock,flying,55,112,45,74,45,70,0.5,9.5
3233,Archeops,archeops,,5,rock,flying,75,140,65,112,65,110,1.4,32
3234,Trubbish,trubbish,,5,poison,,50,50,62,40,62,65,0.6,31
3235,Garbodor,garbodor,,5,poison,,80,95,82,60,82,75,1.9,107.3
3236,Zorua,zorua,,5,dark,,40,65,40,80,40,65,0.7,12.5
3237,Zorua,zorua,Hisui,5,normal,ghost,35,60,40,85,40,70,0.7,12.5
3238,Zoroark,zoroark,,5,dark,,60,105,60,120,60,105,1.6,81.1
3239,Zoroark,zoroark,Hisui,5,normal,ghost,55,100,60,125,60,110,1.6,73
3240,Minccino,minccino,,5,normal,,55,50,40,40,40,75,0.4,5.8
3241,Cinccino,cinccino,,5,normal,,75,95,60,65,60,115,0.5,7.5
3242,Gothita,gothita,,5,psychic,,45,30,50,55,65,45,0.4,5.8
3243,Gothorita,gothorita,,5,psychic,,60,45,70,75,85,55,0.7,18
3244,Gothitelle,gothitelle,,5,psychic,,70,55,95,95,110,65,1.5,44
3245,Solosis,solosis,,5,psychic,,45,30,40,105,50,20,0.3,1
3246,Duosion,duosion,,5,psychic,,65,40,50,125,60,30,0.6,8
3247,Reuniclus,reuniclus,,5,psychic,,110,65,75,125,85,30,1,20.1
3248,Ducklett,ducklett,,5,water,flying,62,44,50,44,50,55,0.5,5.5
3249,Swanna,swanna,,5,water,flying,75,87,63,87,63,98,1.3,24.2
3250,Vanillite,vanillite,,5,ice,,36,50,50,65,60,44,0.4,5.7
3251,Vanillish,vanillish,,5,ice,,51,65,65,80,75,59,1.1,41
3252,Vanilluxe,vanilluxe,,5,ice,,71,95,85,110,95,79,1.3,57.5
3253,Deerling,deerling,Spring,5,normal,grass,60,60,50,40,50,75,0.6,19.5
3254,Sawsbuck,sawsbuck,Spring,5,normal,grass,80,100,70,60,70,95,1.9,92.5
3255,Emolga,emolga,,5,electric,flying,55,75,60,75,60,103,0.4,5
3256,Karrablast,karrablast,,5,bug,,50,75,45,40,45,60,0.5,5.9
3257,Escavalier,escavalier,,5,bug,steel,70,135,105,60,105,20,1,33
3258,Foongus,foongus,,5,grass,poison,69,55,45,55,55,15,0.2,1
3259,Amoonguss,amoonguss,,5,grass,poison,114,85,70,85,80,30,0.6,10.5
3260,Frillish,frillish,,5,water,ghost,55,40,50,65,85,40,1.2,33
3261,Jellicent,jellicent,,5,water,ghost,100,60,70,85,105,60,2.2,135
3262,Alomomola,alomomola,,5,water,,165,75,80,40,45,65,1.2,31.6
3263,Joltik,joltik,,5,bug,electric,50,47,50,57,50,65,0.1,0.6
3264,Galvantula,galvantula,,5,bug,electric,70,77,60,97,60,108,0.8,14.3
3265,Ferroseed,ferroseed,,5,grass,steel,44,50,91,24,86,10,0.6,18.8
3266,Ferrothorn,ferrothorn,,5,grass,steel,74,94,131,54,116,20,1,110
3267,Klink,klink,,5,steel,,40,55,70,45,60,30,0.3,21
3268,Klang,klang,,5,steel,,60,80,95,70,85,50,0.6,51
3269,Klinklang,klinklang,,5,steel,,60,100,115,70,85,90,0.6,81
3270,Tynamo,tynamo,,5,electric,,35,55,40,45,40,60,0.2,0.3
3271,Eelektrik,eelektrik,,5,electric,,65,85,70,75,70,40,1.2,22
3272,Eelektross,eelektross,,5,electric,,85,115,80,105,80,50,2.1,80.5
3273,Elgyem,elgyem,,5,psychic,,55,55,55,85,55,30,0.5,9
3274,Beheeyem,beheeyem,,5,psychic,,75,75,75,125,95,40,1,34.5
3275,Litwick,litwick,,5,ghost,fire,50,30,55,65,55,20,0.3,3.1
3276,Lampent,lampent,,5,ghost,fire,60,40,60,95,60,55,0.6,13
3277,Chandelure,chandelure,,5,ghost,fire,60,55,90,145,90,80,1,34.3
3278,Axew,axew,,5,dragon,,46,87,60,30,40,57,0.6,18
3279,Fraxure,fraxure,,5,dragon,,66,117,70,40,50,67,1,36
3280,Haxorus,haxorus,,5,dragon,,76,147,90,60,70,97,1.8,105.5
3281,Cubchoo,cubchoo,,5,ice,,55,70,40,60,40,40,0.5,8.5
3282,Beartic,beartic,,5,ice,,95,110,80,70,80,50,2.6,260
3283,Cryogonal,cryogonal,,5,ice,,70,50,30,95,135,105,1.1,148
3284,Shelmet,shelmet,,5,bug,,50,40,85,40,65,25,0.4,7.7
3285,Accelgor,accelgor,,5,bug,,80,70,40,100,60,145,0.8,25.3
3286,Stunfisk,stunfisk,,5,ground,electric,109,66,84,81,99,32,0.7,11
3287,Stunfisk,stunfisk,Galar,5,ground,steel,109,81,99,66,84,32,0.7,20.5
3288,Mienfoo,mienfoo,,5,fighting,,45,85,50,55,50,65,0.9,20
3289,Mienshao,mienshao,,5,fighting,,65,125,60,95,60,105,1.4,35.5
3290,Druddigon,druddigon,,5,dragon,,77,120,90,60,90,48,1.6,139
3291,Golett,golett,,5,ground,ghost,59,74,50,35,50,35,1,92
3292,Golurk,golurk,,5,ground,ghost,89,124,80,55,80,55,2.8,330
3293,Pawniard,pawniard,,5,dark,steel,45,85,70,40,40,60,0.5,10.2
3294,Bisharp,bisharp,,5,dark,steel,65,125,100,60,70,70,1.6,70
3295,Bouffalant,bouffalant,,5,normal,,95,110,95,40,95,55,1.6,94.6
3296,Rufflet,rufflet,,5,normal,flying,70,83,50,37,50,60,0.5,10.5
3297,Braviary,braviary,,5,normal,flying,100,123,75,57,75,80,1.5,41
3298,Braviary,braviary,Hisui,5,psychic,flying,110,83,70,112,70,65,1.7,43.4
3299,Vullaby,vullaby,,5,dark,flying,70,55,75,45,65,60,0.5,9
3300,Mandibuzz,mandibuzz,,5,dark,flying,110,65,105,55,95,80,1.2,39.5
3301,Heatmor,heatmor,,5,fire,,85,97,66,105,66,65,1.4,58
3302,Durant,durant,,5,bug,steel,58,109,112,48,48,109,0.3,33
3303,Deino,deino,,5,dark,dragon,52,65,50,45,50,38,0.8,17.3
3304,Zweilous,zweilous,,5,dark,dragon,72,85,70,65,70,58,1.4,50
3305,Hydreigon,hydreigon,,5,dark,dragon,92,105,90,125,90,98,1.8,160
3306,Larvesta,larvesta,,5,bug,fire,55,85,55,50,55,60,1.1,28.8
3307,Volcarona,volcarona,,5,bug,fire,85,60,65,135,105,100,1.6,46
3308,Cobalion,cobalion,,5,steel,fighting,91,90,129,90,72,108,2.1,250
3309,Terrakion,terrakion,,5,rock,fighting,91,129,90,72,90,108,1.9,260
3310,Virizion,virizion,,5,grass,fighting,91,90,72,90,129,108,2,200
3311,Tornadus,tornadus,Incarnate,5,flying,,79,115,70,125,80,111,1.5,63
3312,Tornadus,tornadus,Therian,5,flying,,79,100,80,110,90,121,1.4,63
3313,Thundurus,thundurus,Incarnate,5,electric,flying,79,115,70,125,80,111,1.5,61
3314,Thundurus,thundurus,Therian,5,electric,flying,79,105,70,145,80,101,3,61
3315,Reshiram,reshiram,,5,dragon,fire,100,120,100,150,120,90,3.2,330
3316,Zekrom,zekrom,,5,dragon,electric,100,150,120,120,100,90,2.9,345
3317,Landorus,landorus,Incarnate,5,ground,flying,89,125,90,115,80,101,1.5,68
3318,Landorus,landorus,Therian,5,ground,flying,89,145,90,105,80,91,1.3,68
3319,Kyurem,kyurem,,5,dragon,ice,125,130,90,130,90,95,3,325
3320,Kyurem,kyurem,Black,5,dragon,ice,125,170,100,120,90,95,3.3,325
3321,Kyurem,kyurem,White,5,dragon,ice,125,120,90,170,100,95,3.6,325
3322,Keldeo,keldeo,Ordinary,5,water,fighting,91,72,90,129,90,108,1.4,48.5
3323,Keldeo,keldeo,Resolute,5,water,fighting,91,72,90,129,90,108,1.4,48.5
3324,Meloetta,meloetta,Aria,5,normal,psychic,100,77,77,128,128,90,0.6,6.5
3325,Meloetta,meloetta,Pirouette,5,normal,fighting,100,128,90,77,77,128,0.6,6.5
3326,Genesect,genesect,,5,bug,steel,71,120,95,120,95,99,1.5,82.5
3327,Genesect,genesect,Douse,5,bug,steel,71,120,95,120,95,99,1.5,82.5
3328,Genesect,genesect,Shock,5,bug,steel,71,120,95,120,95,99,1.5,82.5
3329,Genesect,genesect,Burn,5,bug,steel,71,120,95,120,95,99,1.5,82.5
3330,Genesect,genesect,Chill,5,bug,steel,71,120,95,120,95,99,1.5,82.5
3331,Chespin,chespin,,6,grass,,56,61,65,48,45,38,0.4,9
3332,Quilladin,quilladin,,6,grass,,61,78,95,56,58,57,0.7,29
3333,Chesnaught,chesnaught,,6,grass,fighting,88,107,122,74,75,64,1.6,90
3334,Fennekin,fennekin,,6,fire,,40,45,40,62,60,60,0.4,9.4
3335,Braixen,braixen,,6,fire,,59,59,58,90,70,73,1,14.5
3336,Delphox,delphox,,6,fire,psychic,75,69,72,114,100,104,1.5,39
3337,Froakie,froakie,,6,water,,41,56,40,62,44,71,0.3,7
3338,Frogadier,frogadier,,6,water,,54,63,52,83,56,97,0.6,10.9
3339,Greninja,greninja,,6,water,dark,72,95,67,103,71,122,1.5,40
3340,Greninja,greninja,Bond,6,water,dark,72,95,67,103,71,122,1.5,40
3341,Greninja,greninja,Ash,6,water,dark,72,145,67,153,71,132,1.5,40
3342,Bunnelby,bunnelby,,6,normal,,38,36,38,32,36,57,0.4,5
3343,Diggersby,diggersby,,6,normal,ground,85,56,77,50,77,78,1,42.4
3344,Fletchling,fletchling,,6,normal,flying,45,50,43,40,38,62,0.3,1.7
3345,Fletchinder,fletchinder,,6,fire,flying,62,73,55,56,52,84,0.7,16
3346,Talonflame,talonflame,,6,fire,flying,78,81,71,74,69,126,1.2,24.5
3347,Scatterbug,scatterbug,,6,bug,,38,35,40,27,25,35,0.3,2.5
3348,Spewpa,spewpa,,6,bug,,45,22,60,27,30,29,0.3,8.4
3349,Vivillon,vivillon,Meadow,6,bug,flying,80,52,50,90,50,89,1.2,17
3350,Vivillon,vivillon,Fancy,6,bug,flying,80,52,50,90,50,89,1.2,17
3351,Vivillon,vivillon,Pokeball,6,bug,flying,80,52,50,90,50,89,1.2,17
3352,Litleo,litleo,,6,fire,normal,62,50,58,73,54,72,0.6,13.5
3353,Pyroar,pyroar,,6,fire,normal,86,68,72,109,66,106,1.5,81.5
3354,Flabébé,flabebe,Red,6,fairy,,44,38,39,61,79,42,0.1,0.1
3355,Floette,floette,Red,6,fairy,,54,45,47,75,98,52,0.2,0.9
3356,Floette,floette,Eternal,6,fairy,,74,65,67,125,128,92,0.2,0.9
3357,Florges,florges,Red,6,fairy,,78,65,68,112,154,75,1.1,10
3358,Skiddo,skiddo,,6,grass,,66,65,48,62,57,52,0.9,31
3359,Gogoat,gogoat,,6,grass,,123,100,62,97,81,68,1.7,91
3360,Pancham,pancham,,6,fighting,,67,82,62,46,48,43,0.6,8
3361,Pangoro,pangoro,,6,fighting,dark,95,124,78,69,71,58,2.1,136
3362,Furfrou,furfrou,Natural,6,normal,,75,80,60,65,90,102,1.2,28
3363,Espurr,espurr,,6,psychic,,62,48,54,63,60,68,0.3,3.5
3364,Meowstic,meowstic,M,6,psychic,,74,48,76,83,81,104,0.6,8.5
3365,Meowstic,meowstic,F,6,psychic,,74,48,76,83,81,104,0.6,8.5
3366,Honedge,honedge,,6,steel,ghost,45,80,100,35,37,28,0.8,2
3367,Doublade,doublade,,6,steel,ghost,59,110,150,45,49,35,0.8,4.5
3368,Aegislash,aegislash,Shield,6,steel,ghost,60,50,150,50,150,60,1.7,53
3369,Aegislash,aegislash,Blade,6,steel,ghost,60,150,50,150,50,60,1.7,53
3370,Spritzee,spritzee,,6,fairy,,78,52,60,63,65,23,0.2,0.5
3371,Aromatisse,aromatisse,,6,fairy,,101,72,72,99,89,29,0.8,15.5
3372,Swirlix,swirlix,,6,fairy,,62,48,66,59,57,49,0.4,3.5
3373,Slurpuff,slurpuff,,6,fairy,,82,80,86,85,75,72,0.8,5
3374,Inkay,inkay,,6,dark,psychic,53,54,53,37,46,45,0.4,3.5
3375,Malamar,malamar,,6,dark,psychic,86,92,88,68,75,73,1.5,47
3376,Binacle,binacle,,6,rock,water,42,52,67,39,56,50,0.5,31
3377,Barbaracle,barbaracle,,6,rock,water,72,105,115,54,86,68,1.3,96
3378,Skrelp,skrelp,,6,poison,water,50,60,60,60,60,30,0.5,7.3
3379,Dragalge,dragalge,,6,poison,dragon,65,75,90,97,123,44,1.8,81.5
3380,Clauncher,clauncher,,6,water,,50,53,62,58,63,44,0.5,8.3
3381,Clawitzer,clawitzer,,6,water,,71,73,88,120,89,59,1.3,35.3
3382,Helioptile,helioptile,,6,electric,normal,44,38,33,61,43,70,0.5,6
3383,Heliolisk,heliolisk,,6,electric,normal,62,55,52,109,94,109,1,21
3384,Tyrunt,tyrunt,,6,rock,dragon,58,89,77,45,45,48,0.8,26
3385,Tyrantrum,tyrantrum,,6,rock,dragon,82,121,119,69,59,71,2.5,270
3386,Amaura,amaura,,6,rock,ice,77,59,50,67,63,46,1.3,25.2
3387,Aurorus,aurorus,,6,rock,ice,123,77,72,99,92,58,2.7,225
3388,Sylveon,sylveon,,6,fairy,,95,65,65,110,130,60,1,23.5
3389,Hawlucha,hawlucha,,6,fighting,flying,78,92,75,74,63,118,0.8,21.5
3390,Dedenne,dedenne,,6,electric,fairy,67,58,57,81,67,101,0.2,2.2
3391,Carbink,carbink,,6,rock,fairy,50,50,150,50,150,50,0.3,5.7
3392,Goomy,goomy,,6,dragon,,45,50,35,55,75,40,0.3,2.8
3393,Sliggoo,sliggoo,,6,dragon,,68,75,53,83,113,60,0.8,17.5
3394,Sliggoo,sliggoo,Hisui,6,steel,dragon,58,75,83,83,113,40,0.7,68.5
3395,Goodra,goodra,,6,dragon,,90,100,70,110,150,80,2,150.5
3396,Goodra,goodra,Hisui,6,steel,dragon,80,100,100,110,150,60,1.7,334.1
3397,Klefki,klefki,,6,steel,fairy,57,80,91,80,87,75,0.2,3
3398,Phantump,phantump,,6,ghost,grass,43,70,48,50,60,38,0.4,7
3399,Trevenant,trevenant,,6,ghost,grass,85,110,76,65,82,56,1.5,71
3400,Pumpkaboo,pumpkaboo,Average,6,ghost,grass,49,66,70,44,55,51,0.4,5
3401,Pumpkaboo,pumpkaboo,Small,6,ghost,grass,44,66,70,44,55,56,0.3,3.5
3402,Pumpkaboo,pumpkaboo,Large,6,ghost,grass,54,66,70,44,55,46,0.5,7.5
3403,Pumpkaboo,pumpkaboo,Super,6,ghost,grass,59,66,70,44,55,41,0.8,15
3404,Gourgeist,gourgeist,Average,6,ghost,grass,65,90,122,58,75,84,0.9,12.5
3405,Gourgeist,gourgeist,Small,6,ghost,grass,55,85,122,58,75,99,0.7,9.5
3406,Gourgeist,gourgeist,Large,6,ghost,grass,75,95,122,58,75,69,1.1,14
3407,Gourgeist,gourgeist,Super,6,ghost,grass,85,100,122,58,75,54,1.7,39
3408,Bergmite,bergmite,,6,ice,,55,69,85,32,35,28,1,99.5
3409,Avalugg,avalugg,,6,ice,,95,117,184,44,46,28,2,505
3410,Avalugg,avalugg,Hisui,6,ice,rock,95,127,184,34,36,38,1.4,262.4
3411,Noibat,noibat,,6,flying,dragon,40,30,35,45,40,55,0.5,8
3412,Noivern,noivern,,6,flying,dragon,85,70,80,97,80,123,1.5,85
3413,Xerneas,xerneas,Active,6,fairy,,126,131,95,131,98,99,3,215
3414,Xerneas,xerneas,Neutral,6,fairy,,126,131,95,131,98,99,3,215
3415,Yveltal,yveltal,,6,dark,flying,126,131,95,131,98,99,5.8,203
3416,Zygarde,zygarde,50%,6,dragon,ground,108,100,121,81,95,95,5,305
3417,Zygarde,zygarde,10%,6,dragon,ground,54,100,71,61,85,115,1.2,33.5
3418,Zygarde,zygarde,Complete,6,dragon,ground,216,100,121,91,95,85,4.5,610
3419,Diancie,diancie,,6,rock,fairy,50,100,150,100,150,50,0.7,8.8
3420,Diancie,diancie,Mega,6,rock,fairy,50,160,110,160,110,110,1.1,27.8
3421,Hoopa,hoopa,Confined,6,psychic,ghost,80,110,60,150,130,70,0.5,9
3422,Hoopa,hoopa,Unbound,6,psychic,dark,80,160,60,170,130,80,6.5,490
3423,Volcanion,volcanion,,6,fire,water,80,110,120,130,90,70,1.7,195
3424,Bulbasaur,bulbasaur,,1,grass,poison,45,49,49,65,65,45,0.7,6.9
3425,Ivysaur,ivysaur,,1,grass,poison,60,62,63,80,80,60,1,13
3426,Venusaur,venusaur,,1,grass,poison,80,82,83,100,100,80,2,100
3427,Venusaur,venusaur,Mega,1,grass,poison,80,100,123,122,120,80,2.4,155.5
3428,Charmander,charmander,,1,fire,,39,52,43,60,50,65,0.6,8.5
3429,Charmeleon,charmeleon,,1,fire,,58,64,58,80,65,80,1.1,19
3430,Charizard,charizard,,1,fire,flying,78,84,78,109,85,100,1.7,90.5
3431,Charizard,charizard,Mega-X,1,fire,dragon,78,130,111,130,85,100,1.7,110.5
3432,Charizard,charizard,Mega-Y,1,fire,flying,78,104,78,159,115,100,1.7,100.5
3433,Squirtle,squirtle,,1,water,,44,48,65,50,64,43,0.5,9
3434,Wartortle,wartortle,,1,water,,59,63,80,65,80,58,1,22.5
3435,Blastoise,blastoise,,1,water,,79,83,100,85,105,78,1.6,85.5
3436,Blastoise,blastoise,Mega,1,water,,79,103,120,135,115,78,1.6,101.1
